Country,Item,Year,Value
Mali,"Pulses, Other and products",2009,159
Mali,"Pulses, Other and products",2010,155
Mali,"Pulses, Other and products",2011,169
Mali,"Pulses, Other and products",2012,210
Mali,"Pulses, Other and products",2013,283
Mali,Nuts and products,2004,5
Mali,Nuts and products,2005,6
Mali,Nuts and products,2006,6
Mali,Nuts and products,2007,7
Mali,Nuts and products,2008,5
Mali,Nuts and products,2009,5
Mali,Nuts and products,2010,5
Mali,Nuts and products,2011,6
Mali,Nuts and products,2012,6
Mali,Nuts and products,2013,8
Mali,Soyabeans,2004,3
Mali,Soyabeans,2005,2
Mali,Soyabeans,2006,2
Mali,Soyabeans,2007,5
Mali,Soyabeans,2008,2
Mali,Soyabeans,2009,2
Mali,Soyabeans,2010,2
Mali,Soyabeans,2011,2
Mali,Soyabeans,2012,2
Mali,Soyabeans,2013,2
Mali,Groundnuts (Shelled Eq),2004,113
Mali,Groundnuts (Shelled Eq),2005,196
Mali,Groundnuts (Shelled Eq),2006,186
Mali,Groundnuts (Shelled Eq),2007,227
Mali,Groundnuts (Shelled Eq),2008,272
Mali,Groundnuts (Shelled Eq),2009,210
Mali,Groundnuts (Shelled Eq),2010,220
Mali,Groundnuts (Shelled Eq),2011,367
Mali,Groundnuts (Shelled Eq),2012,335
Mali,Groundnuts (Shelled Eq),2013,361
Mali,Cottonseed,2004,309
Mali,Cottonseed,2005,326
Mali,Cottonseed,2006,264
Mali,Cottonseed,2007,151
Mali,Cottonseed,2008,124
Mali,Cottonseed,2009,144
Mali,Cottonseed,2010,159
Mali,Cottonseed,2011,299
Mali,Cottonseed,2012,333
Mali,Cottonseed,2013,295
Mali,Sesame seed,2004,7
Mali,Sesame seed,2005,5
Mali,Sesame seed,2006,4
Mali,Sesame seed,2007,2
Mali,Sesame seed,2008,6
Mali,Sesame seed,2009,7
Mali,Sesame seed,2010,13
Mali,Sesame seed,2011,15
Mali,Sesame seed,2012,39
Mali,Sesame seed,2013,35
Mali,"Oilcrops, Other",2004,183
Mali,"Oilcrops, Other",2005,190
Mali,"Oilcrops, Other",2006,63
Mali,"Oilcrops, Other",2007,193
Mali,"Oilcrops, Other",2008,202
Mali,"Oilcrops, Other",2009,238
Mali,"Oilcrops, Other",2010,210
Mali,"Oilcrops, Other",2011,217
Mali,"Oilcrops, Other",2012,219
Mali,"Oilcrops, Other",2013,204
Mali,Groundnut Oil,2004,18
Mali,Groundnut Oil,2005,19
Mali,Groundnut Oil,2006,27
Mali,Groundnut Oil,2007,28
Mali,Groundnut Oil,2008,34
Mali,Groundnut Oil,2009,37
Mali,Groundnut Oil,2010,28
Mali,Groundnut Oil,2011,30
Mali,Groundnut Oil,2012,31
Mali,Groundnut Oil,2013,31
Mali,Cottonseed Oil,2004,53
Mali,Cottonseed Oil,2005,54
Mali,Cottonseed Oil,2006,48
Mali,Cottonseed Oil,2007,37
Mali,Cottonseed Oil,2008,22
Mali,Cottonseed Oil,2009,18
Mali,Cottonseed Oil,2010,20
Mali,Cottonseed Oil,2011,25
Mali,Cottonseed Oil,2012,37
Mali,Cottonseed Oil,2013,40
Mali,"Oilcrops Oil, Other",2004,37
Mali,"Oilcrops Oil, Other",2005,36
Mali,"Oilcrops Oil, Other",2006,11
Mali,"Oilcrops Oil, Other",2007,36
Mali,"Oilcrops Oil, Other",2008,38
Mali,"Oilcrops Oil, Other",2009,46
Mali,"Oilcrops Oil, Other",2010,40
Mali,"Oilcrops Oil, Other",2011,42
Mali,"Oilcrops Oil, Other",2012,42
Mali,"Oilcrops Oil, Other",2013,39
Mali,Tomatoes and products,2004,48
Mali,Tomatoes and products,2005,65
Mali,Tomatoes and products,2006,75
Mali,Tomatoes and products,2007,174
Mali,Tomatoes and products,2008,58
Mali,Tomatoes and products,2009,62
Mali,Tomatoes and products,2010,41
Mali,Tomatoes and products,2011,42
Mali,Tomatoes and products,2012,42
Mali,Tomatoes and products,2013,47
Mali,Onions,2004,23
Mali,Onions,2005,35
Mali,Onions,2006,35
Mali,Onions,2007,37
Mali,Onions,2008,38
Mali,Onions,2009,39
Mali,Onions,2010,40
Mali,Onions,2011,42
Mali,Onions,2012,44
Mali,Onions,2013,44
Mali,"Vegetables, Other",2004,559
Mali,"Vegetables, Other",2005,613
Mali,"Vegetables, Other",2006,385
Mali,"Vegetables, Other",2007,582
Mali,"Vegetables, Other",2008,376
Mali,"Vegetables, Other",2009,872
Mali,"Vegetables, Other",2010,743
Mali,"Vegetables, Other",2011,793
Mali,"Vegetables, Other",2012,820
Mali,"Vegetables, Other",2013,774
Mali,"Oranges, Mandarines",2004,12
Mali,"Oranges, Mandarines",2005,14
Mali,"Oranges, Mandarines",2006,21
Mali,"Oranges, Mandarines",2007,16
Mali,"Oranges, Mandarines",2008,16
Mali,"Oranges, Mandarines",2009,18
Mali,"Oranges, Mandarines",2010,18
Mali,"Oranges, Mandarines",2011,20
Mali,"Oranges, Mandarines",2012,22
Mali,"Oranges, Mandarines",2013,21
Mali,"Lemons, Limes and products",2004,5
Mali,"Lemons, Limes and products",2005,5
Mali,"Lemons, Limes and products",2006,10
Mali,"Lemons, Limes and products",2007,14
Mali,"Lemons, Limes and products",2008,15
Mali,"Lemons, Limes and products",2009,14
Mali,"Lemons, Limes and products",2010,25
Mali,"Lemons, Limes and products",2011,26
Mali,"Lemons, Limes and products",2012,27
Mali,"Lemons, Limes and products",2013,26
Mali,Bananas,2004,127
Mali,Bananas,2005,92
Mali,Bananas,2006,118
Mali,Bananas,2007,137
Mali,Bananas,2008,114
Mali,Bananas,2009,134
Mali,Bananas,2010,172
Mali,Bananas,2011,138
Mali,Bananas,2012,185
Mali,Bananas,2013,181
Mali,"Fruits, Other",2004,217
Mali,"Fruits, Other",2005,215
Mali,"Fruits, Other",2006,215
Mali,"Fruits, Other",2007,222
Mali,"Fruits, Other",2008,208
Mali,"Fruits, Other",2009,212
Mali,"Fruits, Other",2010,215
Mali,"Fruits, Other",2011,206
Mali,"Fruits, Other",2012,208
Mali,"Fruits, Other",2013,208
Mali,Tea (including mate),2004,0
Mali,Tea (including mate),2005,0
Mali,Tea (including mate),2006,0
Mali,Tea (including mate),2007,0
Mali,Tea (including mate),2008,0
Mali,Tea (including mate),2009,0
Mali,Tea (including mate),2010,0
Mali,Tea (including mate),2011,0
Mali,Tea (including mate),2012,0
Mali,Tea (including mate),2013,0
Mali,Pepper,2004,0
Mali,Pepper,2005,0
Mali,Pepper,2006,0
Mali,Pepper,2007,0
Mali,Pepper,2008,0
Mali,Pepper,2009,0
Mali,Pepper,2010,0
Mali,Pepper,2011,0
Mali,Pepper,2012,0
Mali,Pepper,2013,0
Mali,Pimento,2004,3
Mali,Pimento,2005,4
Mali,Pimento,2006,4
Mali,Pimento,2007,3
Mali,Pimento,2008,4
Mali,Pimento,2009,4
Mali,Pimento,2010,4
Mali,Pimento,2011,4
Mali,Pimento,2012,4
Mali,Pimento,2013,4
Mali,Beer,2004,8
Mali,Beer,2005,8
Mali,Beer,2006,8
Mali,Beer,2007,9
Mali,Beer,2008,9
Mali,Beer,2009,10
Mali,Beer,2010,10
Mali,Beer,2011,11
Mali,Beer,2012,12
Mali,Beer,2013,13
Mali,"Beverages, Fermented",2004,63
Mali,"Beverages, Fermented",2005,65
Mali,"Beverages, Fermented",2006,67
Mali,"Beverages, Fermented",2007,69
Mali,"Beverages, Fermented",2008,72
Mali,"Beverages, Fermented",2009,74
Mali,"Beverages, Fermented",2010,77
Mali,"Beverages, Fermented",2011,82
Mali,"Beverages, Fermented",2012,88
Mali,"Beverages, Fermented",2013,84
Mali,"Beverages, Alcoholic",2004,0
Mali,"Beverages, Alcoholic",2005,0
Mali,"Beverages, Alcoholic",2006,0
Mali,"Beverages, Alcoholic",2007,0
Mali,"Beverages, Alcoholic",2008,0
Mali,"Beverages, Alcoholic",2009,0
Mali,"Beverages, Alcoholic",2010,0
Mali,"Beverages, Alcoholic",2011,0
Mali,"Beverages, Alcoholic",2012,0
Mali,"Beverages, Alcoholic",2013,0
Mali,"Alcohol, Non-Food",2004,2
Mali,"Alcohol, Non-Food",2005,2
Mali,"Alcohol, Non-Food",2006,2
Mali,"Alcohol, Non-Food",2007,2
Mali,"Alcohol, Non-Food",2008,2
Mali,"Alcohol, Non-Food",2009,2
Mali,"Alcohol, Non-Food",2010,2
Mali,"Alcohol, Non-Food",2011,2
Mali,"Alcohol, Non-Food",2012,2
Mali,"Alcohol, Non-Food",2013,2
Mali,Bovine Meat,2004,77
Mali,Bovine Meat,2005,108
Mali,Bovine Meat,2006,106
Mali,Bovine Meat,2007,112
Mali,Bovine Meat,2008,127
Mali,Bovine Meat,2009,138
Mali,Bovine Meat,2010,139
Mali,Bovine Meat,2011,143
Mali,Bovine Meat,2012,100
Mali,Bovine Meat,2013,152
Mali,Mutton & Goat Meat,2004,85
Mali,Mutton & Goat Meat,2005,83
Mali,Mutton & Goat Meat,2006,90
Mali,Mutton & Goat Meat,2007,97
Mali,Mutton & Goat Meat,2008,97
Mali,Mutton & Goat Meat,2009,106
Mali,Mutton & Goat Meat,2010,115
Mali,Mutton & Goat Meat,2011,121
Mali,Mutton & Goat Meat,2012,122
Mali,Mutton & Goat Meat,2013,131
Mali,Pigmeat,2004,2
Mali,Pigmeat,2005,2
Mali,Pigmeat,2006,2
Mali,Pigmeat,2007,2
Mali,Pigmeat,2008,2
Mali,Pigmeat,2009,2
Mali,Pigmeat,2010,3
Mali,Pigmeat,2011,3
Mali,Pigmeat,2012,3
Mali,Pigmeat,2013,3
Mali,Poultry Meat,2004,35
Mali,Poultry Meat,2005,34
Mali,Poultry Meat,2006,34
Mali,Poultry Meat,2007,34
Mali,Poultry Meat,2008,39
Mali,Poultry Meat,2009,41
Mali,Poultry Meat,2010,42
Mali,Poultry Meat,2011,41
Mali,Poultry Meat,2012,42
Mali,Poultry Meat,2013,44
Mali,"Meat, Other",2004,36
Mali,"Meat, Other",2005,35
Mali,"Meat, Other",2006,27
Mali,"Meat, Other",2007,35
Mali,"Meat, Other",2008,39
Mali,"Meat, Other",2009,40
Mali,"Meat, Other",2010,43
Mali,"Meat, Other",2011,43
Mali,"Meat, Other",2012,45
Mali,"Meat, Other",2013,45
Mali,"Offals, Edible",2004,32
Mali,"Offals, Edible",2005,37
Mali,"Offals, Edible",2006,38
Mali,"Offals, Edible",2007,40
Mali,"Offals, Edible",2008,43
Mali,"Offals, Edible",2009,47
Mali,"Offals, Edible",2010,49
Mali,"Offals, Edible",2011,51
Mali,"Offals, Edible",2012,44
Mali,"Offals, Edible",2013,55
Mali,"Fats, Animals, Raw",2004,5
Mali,"Fats, Animals, Raw",2005,6
Mali,"Fats, Animals, Raw",2006,6
Mali,"Fats, Animals, Raw",2007,6
Mali,"Fats, Animals, Raw",2008,7
Mali,"Fats, Animals, Raw",2009,7
Mali,"Fats, Animals, Raw",2010,8
Mali,"Fats, Animals, Raw",2011,8
Mali,"Fats, Animals, Raw",2012,7
Mali,"Fats, Animals, Raw",2013,9
Mali,Eggs,2004,11
Mali,Eggs,2005,12
Mali,Eggs,2006,12
Mali,Eggs,2007,13
Mali,Eggs,2008,24
Mali,Eggs,2009,23
Mali,Eggs,2010,24
Mali,Eggs,2011,23
Mali,Eggs,2012,22
Mali,Eggs,2013,24
Mali,Milk - Excluding Butter,2004,852
Mali,Milk - Excluding Butter,2005,974
Mali,Milk - Excluding Butter,2006,1085
Mali,Milk - Excluding Butter,2007,1296
Mali,Milk - Excluding Butter,2008,1358
Mali,Milk - Excluding Butter,2009,1464
Mali,Milk - Excluding Butter,2010,1492
Mali,Milk - Excluding Butter,2011,1553
Mali,Milk - Excluding Butter,2012,1378
Mali,Milk - Excluding Butter,2013,1480
Mali,Freshwater Fish,2004,101
Mali,Freshwater Fish,2005,101
Mali,Freshwater Fish,2006,101
Mali,Freshwater Fish,2007,101
Mali,Freshwater Fish,2008,101
Mali,Freshwater Fish,2009,101
Mali,Freshwater Fish,2010,102
Mali,Freshwater Fish,2011,110
Mali,Freshwater Fish,2012,72
Mali,Freshwater Fish,2013,102
Mauritania,Wheat and products,2004,1
Mauritania,Wheat and products,2005,1
Mauritania,Wheat and products,2006,1
Mauritania,Wheat and products,2007,2
Mauritania,Wheat and products,2008,4
Mauritania,Wheat and products,2009,3
Mauritania,Wheat and products,2010,2
Mauritania,Wheat and products,2011,3
Mauritania,Wheat and products,2012,6
Mauritania,Wheat and products,2013,7
Mauritania,Rice (Milled Equivalent),2004,57
Mauritania,Rice (Milled Equivalent),2005,48
Mauritania,Rice (Milled Equivalent),2006,47
Mauritania,Rice (Milled Equivalent),2007,55
Mauritania,Rice (Milled Equivalent),2008,55
Mauritania,Rice (Milled Equivalent),2009,36
Mauritania,Rice (Milled Equivalent),2010,90
Mauritania,Rice (Milled Equivalent),2011,105
Mauritania,Rice (Milled Equivalent),2012,123
Mauritania,Rice (Milled Equivalent),2013,135
Mauritania,Barley and products,2004,1
Mauritania,Barley and products,2005,1
Mauritania,Barley and products,2006,1
Mauritania,Barley and products,2007,1
Mauritania,Barley and products,2008,1
Mauritania,Barley and products,2009,1
Mauritania,Barley and products,2010,1
Mauritania,Barley and products,2011,1
Mauritania,Barley and products,2012,1
Mauritania,Barley and products,2013,1
Mauritania,Maize and products,2004,5
Mauritania,Maize and products,2005,12
Mauritania,Maize and products,2006,17
Mauritania,Maize and products,2007,17
Mauritania,Maize and products,2008,15
Mauritania,Maize and products,2009,12
Mauritania,Maize and products,2010,20
Mauritania,Maize and products,2011,12
Mauritania,Maize and products,2012,23
Mauritania,Maize and products,2013,6
Mauritania,Millet and products,2004,1
Mauritania,Millet and products,2005,4
Mauritania,Millet and products,2006,5
Mauritania,Millet and products,2007,2
Mauritania,Millet and products,2008,2
Mauritania,Millet and products,2009,8
Mauritania,Millet and products,2010,3
Mauritania,Millet and products,2011,1
Mauritania,Millet and products,2012,3
Mauritania,Millet and products,2013,4
Mauritania,Sorghum and products,2004,21
Mauritania,Sorghum and products,2005,82
Mauritania,Sorghum and products,2006,74
Mauritania,Sorghum and products,2007,80
Mauritania,Sorghum and products,2008,86
Mauritania,Sorghum and products,2009,94
Mauritania,Sorghum and products,2010,117
Mauritania,Sorghum and products,2011,25
Mauritania,Sorghum and products,2012,126
Mauritania,Sorghum and products,2013,91
Mauritania,Potatoes and products,2004,2
Mauritania,Potatoes and products,2005,2
Mauritania,Potatoes and products,2006,2
Mauritania,Potatoes and products,2007,2
Mauritania,Potatoes and products,2008,2
Mauritania,Potatoes and products,2009,2
Mauritania,Potatoes and products,2010,2
Mauritania,Potatoes and products,2011,2
Mauritania,Potatoes and products,2012,2
Mauritania,Potatoes and products,2013,2
Mauritania,Sweet potatoes,2004,3
Mauritania,Sweet potatoes,2005,3
Mauritania,Sweet potatoes,2006,2
Mauritania,Sweet potatoes,2007,2
Mauritania,Sweet potatoes,2008,2
Mauritania,Sweet potatoes,2009,2
Mauritania,Sweet potatoes,2010,2
Mauritania,Sweet potatoes,2011,2
Mauritania,Sweet potatoes,2012,2
Mauritania,Sweet potatoes,2013,2
Mauritania,Yams,2004,3
Mauritania,Yams,2005,3
Mauritania,Yams,2006,3
Mauritania,Yams,2007,2
Mauritania,Yams,2008,3
Mauritania,Yams,2009,2
Mauritania,Yams,2010,3
Mauritania,Yams,2011,3
Mauritania,Yams,2012,3
Mauritania,Yams,2013,3
Mauritania,Beans,2004,7
Mauritania,Beans,2005,8
Mauritania,Beans,2006,10
Mauritania,Beans,2007,10
Mauritania,Beans,2008,10
Mauritania,Beans,2009,10
Mauritania,Beans,2010,12
Mauritania,Beans,2011,12
Mauritania,Beans,2012,12
Mauritania,Beans,2013,12
Mauritania,Peas,2004,7
Mauritania,Peas,2005,8
Mauritania,Peas,2006,9
Mauritania,Peas,2007,10
Mauritania,Peas,2008,11
Mauritania,Peas,2009,12
Mauritania,Peas,2010,10
Mauritania,Peas,2011,11
Mauritania,Peas,2012,9
Mauritania,Peas,2013,9
Mauritania,"Pulses, Other and products",2004,21
Mauritania,"Pulses, Other and products",2005,27
Mauritania,"Pulses, Other and products",2006,26
Mauritania,"Pulses, Other and products",2007,29
Mauritania,"Pulses, Other and products",2008,30
Mauritania,"Pulses, Other and products",2009,29
Mauritania,"Pulses, Other and products",2010,35
Mauritania,"Pulses, Other and products",2011,29
Mauritania,"Pulses, Other and products",2012,33
Mauritania,"Pulses, Other and products",2013,33
Mauritania,Groundnuts (Shelled Eq),2004,0
Mauritania,Groundnuts (Shelled Eq),2005,0
Mauritania,Groundnuts (Shelled Eq),2006,1
Mauritania,Groundnuts (Shelled Eq),2007,1
Mauritania,Groundnuts (Shelled Eq),2008,1
Mauritania,Groundnuts (Shelled Eq),2009,1
Mauritania,Groundnuts (Shelled Eq),2010,1
Mauritania,Groundnuts (Shelled Eq),2011,1
Mauritania,Groundnuts (Shelled Eq),2012,1
Mauritania,Groundnuts (Shelled Eq),2013,1
Mauritania,"Oilcrops, Other",2004,3
Mauritania,"Oilcrops, Other",2005,3
Mauritania,"Oilcrops, Other",2006,3
Mauritania,"Oilcrops, Other",2007,3
Mauritania,"Oilcrops, Other",2008,3
Mauritania,"Oilcrops, Other",2009,3
Mauritania,"Oilcrops, Other",2010,3
Mauritania,"Oilcrops, Other",2011,3
Mauritania,"Oilcrops, Other",2012,3
Mauritania,"Oilcrops, Other",2013,3
Mauritania,Groundnut Oil,2004,0
Mauritania,Groundnut Oil,2005,0
Mauritania,Groundnut Oil,2006,0
Mauritania,Groundnut Oil,2007,0
Mauritania,Groundnut Oil,2008,0
Mauritania,Groundnut Oil,2009,0
Mauritania,Groundnut Oil,2010,0
Mauritania,Groundnut Oil,2011,0
Mauritania,Groundnut Oil,2012,0
Mauritania,Groundnut Oil,2013,0
Mauritania,"Vegetables, Other",2004,5
Mauritania,"Vegetables, Other",2005,4
Mauritania,"Vegetables, Other",2006,5
Mauritania,"Vegetables, Other",2007,4
Mauritania,"Vegetables, Other",2008,5
Mauritania,"Vegetables, Other",2009,4
Mauritania,"Vegetables, Other",2010,5
Mauritania,"Vegetables, Other",2011,5
Mauritania,"Vegetables, Other",2012,5
Mauritania,"Vegetables, Other",2013,5
Mauritania,Dates,2004,24
Mauritania,Dates,2005,22
Mauritania,Dates,2006,20
Mauritania,Dates,2007,20
Mauritania,Dates,2008,19
Mauritania,Dates,2009,20
Mauritania,Dates,2010,21
Mauritania,Dates,2011,21
Mauritania,Dates,2012,22
Mauritania,Dates,2013,19
Mauritania,"Fruits, Other",2004,3
Mauritania,"Fruits, Other",2005,3
Mauritania,"Fruits, Other",2006,3
Mauritania,"Fruits, Other",2007,3
Mauritania,"Fruits, Other",2008,3
Mauritania,"Fruits, Other",2009,3
Mauritania,"Fruits, Other",2010,3
Mauritania,"Fruits, Other",2011,3
Mauritania,"Fruits, Other",2012,3
Mauritania,"Fruits, Other",2013,3
Mauritania,Bovine Meat,2004,24
Mauritania,Bovine Meat,2005,24
Mauritania,Bovine Meat,2006,24
Mauritania,Bovine Meat,2007,20
Mauritania,Bovine Meat,2008,20
Mauritania,Bovine Meat,2009,24
Mauritania,Bovine Meat,2010,24
Mauritania,Bovine Meat,2011,24
Mauritania,Bovine Meat,2012,25
Mauritania,Bovine Meat,2013,25
Mauritania,Mutton & Goat Meat,2004,39
Mauritania,Mutton & Goat Meat,2005,39
Mauritania,Mutton & Goat Meat,2006,39
Mauritania,Mutton & Goat Meat,2007,39
Mauritania,Mutton & Goat Meat,2008,38
Mauritania,Mutton & Goat Meat,2009,38
Mauritania,Mutton & Goat Meat,2010,40
Mauritania,Mutton & Goat Meat,2011,42
Mauritania,Mutton & Goat Meat,2012,45
Mauritania,Mutton & Goat Meat,2013,46
Mauritania,Pigmeat,2004,0
Mauritania,Pigmeat,2005,0
Mauritania,Pigmeat,2006,0
Mauritania,Pigmeat,2007,0
Mauritania,Pigmeat,2008,0
Mauritania,Pigmeat,2009,0
Mauritania,Pigmeat,2010,0
Mauritania,Pigmeat,2011,0
Mauritania,Pigmeat,2012,0
Mauritania,Pigmeat,2013,0
Mauritania,Poultry Meat,2004,4
Mauritania,Poultry Meat,2005,4
Mauritania,Poultry Meat,2006,4
Mauritania,Poultry Meat,2007,4
Mauritania,Poultry Meat,2008,4
Mauritania,Poultry Meat,2009,4
Mauritania,Poultry Meat,2010,4
Mauritania,Poultry Meat,2011,5
Mauritania,Poultry Meat,2012,5
Mauritania,Poultry Meat,2013,5
Mauritania,"Meat, Other",2004,25
Mauritania,"Meat, Other",2005,25
Mauritania,"Meat, Other",2006,24
Mauritania,"Meat, Other",2007,24
Mauritania,"Meat, Other",2008,23
Mauritania,"Meat, Other",2009,24
Mauritania,"Meat, Other",2010,25
Mauritania,"Meat, Other",2011,25
Mauritania,"Meat, Other",2012,25
Mauritania,"Meat, Other",2013,25
Mauritania,"Offals, Edible",2004,14
Mauritania,"Offals, Edible",2005,14
Mauritania,"Offals, Edible",2006,14
Mauritania,"Offals, Edible",2007,13
Mauritania,"Offals, Edible",2008,13
Mauritania,"Offals, Edible",2009,14
Mauritania,"Offals, Edible",2010,14
Mauritania,"Offals, Edible",2011,14
Mauritania,"Offals, Edible",2012,15
Mauritania,"Offals, Edible",2013,15
Mauritania,"Butter, Ghee",2004,1
Mauritania,"Butter, Ghee",2005,1
Mauritania,"Butter, Ghee",2006,1
Mauritania,"Butter, Ghee",2007,1
Mauritania,"Butter, Ghee",2008,1
Mauritania,"Butter, Ghee",2009,1
Mauritania,"Butter, Ghee",2010,1
Mauritania,"Butter, Ghee",2011,1
Mauritania,"Butter, Ghee",2012,1
Mauritania,"Butter, Ghee",2013,1
Mauritania,"Fats, Animals, Raw",2004,2
Mauritania,"Fats, Animals, Raw",2005,2
Mauritania,"Fats, Animals, Raw",2006,2
Mauritania,"Fats, Animals, Raw",2007,2
Mauritania,"Fats, Animals, Raw",2008,2
Mauritania,"Fats, Animals, Raw",2009,2
Mauritania,"Fats, Animals, Raw",2010,2
Mauritania,"Fats, Animals, Raw",2011,2
Mauritania,"Fats, Animals, Raw",2012,2
Mauritania,"Fats, Animals, Raw",2013,2
Mauritania,"Fish, Body Oil",2004,0
Mauritania,"Fish, Body Oil",2005,0
Mauritania,"Fish, Body Oil",2006,0
Mauritania,"Fish, Body Oil",2007,0
Mauritania,"Fish, Body Oil",2008,0
Mauritania,"Fish, Body Oil",2009,0
Mauritania,"Fish, Body Oil",2010,1
Mauritania,"Fish, Body Oil",2011,1
Mauritania,"Fish, Body Oil",2012,1
Mauritania,"Fish, Body Oil",2013,1
Mauritania,"Fish, Liver Oil",2004,0
Mauritania,"Fish, Liver Oil",2005,0
Mauritania,"Fish, Liver Oil",2006,0
Mauritania,"Fish, Liver Oil",2007,0
Mauritania,"Fish, Liver Oil",2008,1
Mauritania,"Fish, Liver Oil",2009,0
Mauritania,"Fish, Liver Oil",2010,3
Mauritania,"Fish, Liver Oil",2011,3
Mauritania,"Fish, Liver Oil",2012,3
Mauritania,"Fish, Liver Oil",2013,3
Mauritania,Eggs,2004,6
Mauritania,Eggs,2005,4
Mauritania,Eggs,2006,5
Mauritania,Eggs,2007,5
Mauritania,Eggs,2008,6
Mauritania,Eggs,2009,6
Mauritania,Eggs,2010,5
Mauritania,Eggs,2011,6
Mauritania,Eggs,2012,6
Mauritania,Eggs,2013,6
Mauritania,Milk - Excluding Butter,2004,357
Mauritania,Milk - Excluding Butter,2005,367
Mauritania,Milk - Excluding Butter,2006,369
Mauritania,Milk - Excluding Butter,2007,338
Mauritania,Milk - Excluding Butter,2008,353
Mauritania,Milk - Excluding Butter,2009,382
Mauritania,Milk - Excluding Butter,2010,385
Mauritania,Milk - Excluding Butter,2011,386
Mauritania,Milk - Excluding Butter,2012,401
Mauritania,Milk - Excluding Butter,2013,410
Mauritania,Freshwater Fish,2004,12
Mauritania,Freshwater Fish,2005,13
Mauritania,Freshwater Fish,2006,15
Mauritania,Freshwater Fish,2007,15
Mauritania,Freshwater Fish,2008,15
Mauritania,Freshwater Fish,2009,15
Mauritania,Freshwater Fish,2010,15
Mauritania,Freshwater Fish,2011,15
Mauritania,Freshwater Fish,2012,15
Mauritania,Freshwater Fish,2013,15
Mauritania,Demersal Fish,2004,12
Mauritania,Demersal Fish,2005,15
Mauritania,Demersal Fish,2006,12
Mauritania,Demersal Fish,2007,16
Mauritania,Demersal Fish,2008,13
Mauritania,Demersal Fish,2009,15
Mauritania,Demersal Fish,2010,24
Mauritania,Demersal Fish,2011,24
Mauritania,Demersal Fish,2012,24
Mauritania,Demersal Fish,2013,24
Mauritania,Pelagic Fish,2004,138
Mauritania,Pelagic Fish,2005,179
Mauritania,Pelagic Fish,2006,72
Mauritania,Pelagic Fish,2007,103
Mauritania,Pelagic Fish,2008,92
Mauritania,Pelagic Fish,2009,140
Mauritania,Pelagic Fish,2010,210
Mauritania,Pelagic Fish,2011,210
Mauritania,Pelagic Fish,2012,210
Mauritania,Pelagic Fish,2013,210
Mauritania,"Marine Fish, Other",2004,88
Mauritania,"Marine Fish, Other",2005,79
Mauritania,"Marine Fish, Other",2006,50
Mauritania,"Marine Fish, Other",2007,74
Mauritania,"Marine Fish, Other",2008,65
Mauritania,"Marine Fish, Other",2009,30
Mauritania,"Marine Fish, Other",2010,5
Mauritania,"Marine Fish, Other",2011,5
Mauritania,"Marine Fish, Other",2012,5
Mauritania,"Marine Fish, Other",2013,5
Mauritania,Crustaceans,2004,2
Mauritania,Crustaceans,2005,1
Mauritania,Crustaceans,2006,1
Mauritania,Crustaceans,2007,1
Mauritania,Crustaceans,2008,1
Mauritania,Crustaceans,2009,0
Mauritania,Crustaceans,2010,3
Mauritania,Crustaceans,2011,3
Mauritania,Crustaceans,2012,3
Mauritania,Crustaceans,2013,3
Mauritania,Cephalopods,2004,18
Mauritania,Cephalopods,2005,18
Mauritania,Cephalopods,2006,14
Mauritania,Cephalopods,2007,15
Mauritania,Cephalopods,2008,10
Mauritania,Cephalopods,2009,16
Mauritania,Cephalopods,2010,18
Mauritania,Cephalopods,2011,18
Mauritania,Cephalopods,2012,18
Mauritania,Cephalopods,2013,18
Mauritania,"Molluscs, Other",2004,0
Mauritania,"Molluscs, Other",2005,0
Mauritania,"Molluscs, Other",2006,0
Mauritania,"Molluscs, Other",2007,0
Mauritania,"Molluscs, Other",2008,0
Mauritania,"Molluscs, Other",2009,0
Mauritania,"Molluscs, Other",2010,1
Mauritania,"Molluscs, Other",2011,1
Mauritania,"Molluscs, Other",2012,1
Mauritania,"Molluscs, Other",2013,1
Mauritania,"Aquatic Animals, Others",2004,0
Mauritania,"Aquatic Animals, Others",2005,0
Mauritania,"Aquatic Animals, Others",2006,0
Mauritania,"Aquatic Animals, Others",2007,0
Mauritania,"Aquatic Animals, Others",2008,0
Mauritania,"Aquatic Animals, Others",2009,0
Mauritania,"Aquatic Animals, Others",2010,0
Mauritania,"Aquatic Animals, Others",2011,0
Mauritania,"Aquatic Animals, Others",2012,0
Mauritania,"Aquatic Animals, Others",2013,0
Mauritius,Rice (Milled Equivalent),2004,0
Mauritius,Rice (Milled Equivalent),2005,0
Mauritius,Rice (Milled Equivalent),2006,0
Mauritius,Rice (Milled Equivalent),2007,0
Mauritius,Rice (Milled Equivalent),2008,0
Mauritius,Rice (Milled Equivalent),2009,0
Mauritius,Rice (Milled Equivalent),2010,0
Mauritius,Rice (Milled Equivalent),2011,0
Mauritius,Rice (Milled Equivalent),2012,1
Mauritius,Rice (Milled Equivalent),2013,0
Mauritius,Maize and products,2004,0
Mauritius,Maize and products,2005,0
Mauritius,Maize and products,2006,0
Mauritius,Maize and products,2007,1
Mauritius,Maize and products,2008,0
Mauritius,Maize and products,2009,0
Mauritius,Maize and products,2010,0
Mauritius,Maize and products,2011,0
Mauritius,Maize and products,2012,0
Mauritius,Maize and products,2013,1
